,dr_no,area,date_occ,time_occ,location,lat,lon,crm_cd,zipcode
255,192119561,21,2019-12-08T00:00:00.000,1100,7000    MILWOOD                      AV,34.1974,-118.5943,624,91303
256,191228464,12,2019-12-08T00:00:00.000,1550,900 W  SLAUSON                      AV,33.9892,-118.2892,341,90037
258,190819320,8,2019-12-08T00:00:00.000,1450,11900 W  OLYMPIC                      BL,34.0329,-118.4512,440,90064
259,190128808,1,2019-12-08T00:00:00.000,1130,2ND,34.0477,-118.2393,330,90012
260,191824560,18,2019-12-08T00:00:00.000,1945,9100    ORCHARD                      AV,33.9542,-118.2881,745,90044
261,191323501,13,2019-12-08T00:00:00.000,600,200 W  59TH                         ST,33.9869,-118.2761,420,90003
262,190128777,1,2019-12-08T00:00:00.000,620,800 N  ALAMEDA                      ST,34.0563,-118.2374,231,90012
263,190128851,1,2019-12-08T00:00:00.000,1800,600 E  8TH                          ST,34.0394,-118.2496,310,90014
264,191323500,13,2019-12-08T00:00:00.000,1535,AVALON                       BL,34.0138,-118.2653,210,90011
265,191617389,16,2019-12-08T00:00:00.000,350,12300    FOOTHILL                     BL,34.2828,-118.4038,510,91342
266,191323473,13,2019-12-08T00:00:00.000,10,3100 S  MAIN                         ST,34.021,-118.2712,310,90007
267,191228480,12,2019-12-08T00:00:00.000,2100,1600 W  47TH                         ST,34.001,-118.3067,510,90062
268,191521655,15,2019-12-08T00:00:00.000,1500,5600    WHITNALL                     HY,34.1735,-118.35799999999999,331,91505
269,191824515,18,2019-12-08T00:00:00.000,800,16300 S  VERMONT                      AV,33.8834,-118.2913,627,90247
270,191425150,14,2019-12-08T00:00:00.000,1810,12600    WOODGREEN                    ST,34.0086,-118.4409,310,90066
271,191228438,12,2019-12-08T00:00:00.000,920,62ND                         ST,33.9833,-118.29799999999999,230,90044
272,190519076,5,2019-12-08T00:00:00.000,230,18600 S  VERMONT                      AV,33.861999999999995,-118.2906,520,90248
273,190417742,4,2019-12-08T00:00:00.000,1450,3600    WHITTIER                     BL,34.0256,-118.1961,761,90023
274,190720595,7,2019-12-08T00:00:00.000,1700,700 N  SYCAMORE                     AV,34.0835,-118.3428,440,90038
275,192021121,20,2019-12-08T00:00:00.000,1830,8TH,34.0577,-118.3042,761,90005
276,191323513,13,2019-12-08T00:00:00.000,1855,4000    BROADWAY                     PL,34.0111,-118.2774,210,90037
277,190819318,8,2019-12-08T00:00:00.000,30,BRINGHAM                     AV,34.056999999999995,-118.4646,624,90049
278,190222935,2,2019-12-08T00:00:00.000,135,1200 W  11TH                         ST,34.0481,-118.2712,236,90015
279,190222949,2,2019-12-08T00:00:00.000,200,1800 W  PICO                         BL,34.0472,-118.2782,626,90015
280,192021144,20,2019-12-08T00:00:00.000,1200,200 S  IRVING                       BL,34.0713,-118.3184,740,90004
281,191228472,12,2019-12-08T00:00:00.000,2320,700 E  85TH                         ST,33.9611,-118.2629,230,90001
282,191120596,11,2019-12-08T00:00:00.000,2100,1000 W  AVENUE 37,34.0992,-118.2204,330,90065
283,191824504,18,2019-12-08T00:00:00.000,250,108TH                        ST,33.9383,-118.2826,230,90061
284,190128809,1,2019-12-08T00:00:00.000,1350,600 W  9TH                          ST,34.0462,-118.2585,624,90017
285,190819317,8,2019-12-08T00:00:00.000,300,8700 W  OLYMPIC                      BL,34.0594,-118.3814,745,90035
286,191120624,11,2019-12-08T00:00:00.000,2130,2000    RODNEY                       DR,34.1077,-118.2892,310,90027
287,190720568,7,2019-12-08T00:00:00.000,630,5000 W  20TH                         ST,34.0396,-118.3491,330,90016
288,190819330,8,2019-12-08T00:00:00.000,1920,10200    SANTA MONICA                 BL,34.0605,-118.4193,420,90067
289,190417761,4,2019-12-08T00:00:00.000,1130,3900    VAN HORNE                    AV,34.0948,-118.1751,110,90032
290,190519106,5,2019-12-08T00:00:00.000,430,1600    ALAMEDA                      ST,33.7875,-118.2423,480,90744
291,191601084,16,2019-12-08T00:00:00.000,1600,8600    FOOTHILL                     BL,34.2724,-118.3243,210,91040
292,191323466,13,2019-12-08T00:00:00.000,250,HOOPER                       AV,33.998000000000005,-118.2521,210,90011
293,191228450,12,2019-12-08T00:00:00.000,1100,8200 S  MAIN                         ST,33.9654,-118.2739,625,90003
294,191228456,12,2019-12-08T00:00:00.000,2140,4500 S  VAN NESS                     AV,34.0028,-118.3171,230,90062
295,190417713,4,2019-12-08T00:00:00.000,300,2400    MALABAR                      ST,34.0499,-118.2009,440,90033
296,191920331,19,2019-12-08T00:00:00.000,1600,12900    ADELPHIA                     AV,34.3055,-118.4306,341,91340
297,191323487,13,2019-12-08T00:00:00.000,500,1000 S  SANTA FE                     AV,34.0316,-118.23,210,90021
298,191920281,19,2019-12-08T00:00:00.000,200,10100 N  SEPULVEDA                    BL,34.2537,-118.4674,626,91345
299,191120585,11,2019-12-08T00:00:00.000,1400,1600 N  VERMONT                      AV,34.0986,-118.2962,440,90027
300,191323499,13,2019-12-08T00:00:00.000,1430,300 E  42ND                         PL,34.0066,-118.2709,626,90011
301,191719076,17,2019-12-08T00:00:00.000,1308,11100    BALBOA                       BL,34.2757,-118.5144,343,91344
302,191120582,11,2019-12-08T00:00:00.000,1055,LOS FELIZ,34.1367,-118.2713,230,90039
303,190417760,4,2019-12-08T00:00:00.000,2030,4900    GAMBIER                      ST,34.080999999999996,-118.1769,624,90032
304,190222951,2,2019-12-08T00:00:00.000,1900,400 S  BURLINGTON                   AV,34.0605,-118.2694,624,90057
305,191120562,11,2019-12-08T00:00:00.000,200,5100    YORK                         BL,34.1211,-118.2048,745,90042
306,190326041,3,2019-12-08T00:00:00.000,1330,4400    11TH                         AV,34.0037,-118.3294,624,90008
307,190222988,2,2019-12-08T00:00:00.000,2030,BELMONT,34.0621,-118.2619,331,90057
308,191018757,10,2019-12-08T00:00:00.000,2210,17800    MIRANDA                      ST,34.1746,-118.5198,624,91316
309,190417762,4,2019-12-08T00:00:00.000,900,CUMMINGS,34.0512,-118.2093,510,90033
310,190222973,2,2019-12-08T00:00:00.000,1800,400    HARTFORD                     AV,34.0555,-118.2647,740,90017
312,191920285,19,2019-12-08T00:00:00.000,1616,14500    NORDHOFF                     ST,34.2354,-118.4481,442,91402
313,190222993,2,2019-12-08T00:00:00.000,1100,1300    TOBERMAN                     ST,34.0442,-118.2758,330,90015
314,190819331,8,2019-12-08T00:00:00.000,1300,SAWTELLE                     BL,34.0328,-118.4366,330,90064
315,190417748,4,2019-12-08T00:00:00.000,40,3000    GLENN                        AV,34.0228,-118.2133,230,90023
316,191120574,11,2019-12-08T00:00:00.000,1510,1500 N  VERMONT                      AV,34.0982,-118.2918,888,90027
317,190623477,6,2019-12-08T00:00:00.000,120,WILCOX,34.1016,-118.3311,624,90028
318,191323491,13,2019-12-08T00:00:00.000,1050,900 E  11TH                         ST,34.0329,-118.2493,930,90021
319,191120577,11,2019-12-08T00:00:00.000,1500,5300    LONGFELLOW                   ST,34.1074,-118.1978,510,90042
320,191824569,18,2019-12-08T00:00:00.000,2300,800 W  CENTURY                      BL,33.9455,-118.2893,210,90044
321,190623482,6,2019-12-08T00:00:00.000,1800,5700    LA MIRADA                    AV,34.0938,-118.3136,420,90038
322,191521651,15,2019-12-08T00:00:00.000,920,12400    MOORPARK                     ST,34.1504,-118.40299999999999,625,91604
323,191018727,10,2019-12-08T00:00:00.000,1000,6600    WILBUR                       AV,34.1902,-118.5448,626,91335
324,191228501,12,2019-12-08T00:00:00.000,3,600 W  FLORENCE                     AV,33.9747,-118.2838,648,90044
325,190326088,3,2019-12-08T00:00:00.000,2000,7TH                          AV,34.0278,-118.3378,510,90016
326,190623444,6,2019-12-08T00:00:00.000,1030,SUNSET,34.098,-118.3416,330,90028
327,191120587,11,2019-12-08T00:00:00.000,1000,2300    NELLA VISTA                  AV,34.114000000000004,-118.2834,310,90027
328,191824521,18,2019-12-08T00:00:00.000,1616,105TH                        ST,33.9406,-118.2358,624,90002
329,190326047,3,2019-12-08T00:00:00.000,1925,3900 S  FIGUEROA                     ST,34.0146,-118.2872,624,90037
330,191617378,16,2019-12-08T00:00:00.000,2330,7500    SAN FERNANDO                 RD,34.2077,-118.3524,510,91352
331,191425153,14,2019-12-08T00:00:00.000,1710,1300    ABBOT KINNEY                 BL,33.9956,-118.4722,341,90291
333,191824540,18,2019-12-08T00:00:00.000,1600,10900 S  CENTRAL                      AV,33.9368,-118.2542,210,90059
334,190222954,2,2019-12-08T00:00:00.000,1930,2000 W  PICO                         BL,34.0467,-118.2814,230,90006
335,190417753,4,2019-12-08T00:00:00.000,1840,600 S  BOYLE                        AV,34.0386,-118.2201,350,90023
336,191521664,15,2019-12-08T00:00:00.000,320,6200    BABCOCK                      AV,34.1831,-118.4063,888,91606
337,190623450,6,2019-12-08T00:00:00.000,1513,5800    FRANKLIN                     AV,34.1084,-118.3213,442,90068
338,191000983,10,2019-12-08T00:00:00.000,1655,16400    VENTURA                      BL,34.1613,-118.4917,220,91436
339,191018777,10,2019-12-08T00:00:00.000,2300,18900    FRIAR                        ST,34.1857,-118.545,740,91335
340,191000984,10,2019-12-08T00:00:00.000,1835,7600    RESEDA                       BL,34.2148,-118.5404,310,91335
341,190128811,1,2019-12-08T00:00:00.000,1700,1100 S  FLOWER                       ST,34.043,-118.2641,624,90015
342,190623446,6,2019-12-08T00:00:00.000,1430,6400    SANTA MONICA                 BL,34.0908,-118.3289,740,90038
343,190920966,9,2019-12-08T00:00:00.000,2050,6400    SEPULVEDA                    BL,34.1867,-118.4662,331,91411
344,190417752,4,2019-12-08T00:00:00.000,1415,2500 E  6TH                          ST,34.037,-118.2127,310,90023
345,190819365,8,2019-12-08T00:00:00.000,1900,2200    BAGLEY                       AV,34.0426,-118.3919,420,90034
346,190623478,6,2019-12-08T00:00:00.000,120,WILCOX,34.1016,-118.3311,230,90028
347,190222957,2,2019-12-08T00:00:00.000,1940,1900 W  8TH                          ST,34.0539,-118.2756,761,90057
348,191228417,12,2019-12-08T00:00:00.000,125,6400 S  VERMONT                      AV,33.9787,-118.2918,210,90044
349,192021079,20,2019-12-08T00:00:00.000,750,WILSHIRE,34.0618,-118.2916,624,90010
350,190222953,2,2019-12-08T00:00:00.000,1100,ROSEMONT,34.0747,-118.2686,740,90026
351,191719121,17,2019-12-08T00:00:00.000,1700,8800    CORBIN                       AV,34.2304,-118.5623,442,91324
352,190222920,2,2019-12-08T00:00:00.000,210,1500 W  PICO                         BL,34.0453,-118.2738,230,90015
353,191425158,14,2019-12-08T00:00:00.000,1850,8000    GEORGETOWN                   AV,33.9667,-118.4181,933,90045
354,190417756,4,2019-12-08T00:00:00.000,2030,4900    GAMBIER                      ST,34.080999999999996,-118.1769,930,90032
355,190519129,5,2019-12-08T00:00:00.000,1100,25500    BAYSIDE                      PL,33.7928,-118.2916,330,90710
356,190326033,3,2019-12-08T00:00:00.000,1130,JEFFERSON,34.0289,-118.3563,930,90016
357,191425146,14,2019-12-08T00:00:00.000,1600,700    APPELBY                      ST,34.0029,-118.4628,310,90291
358,191120586,11,2019-12-08T00:00:00.000,1815,4800    LEXINGTON                    AV,34.0935,-118.2937,626,90029
359,191000982,10,2019-12-08T00:00:00.000,1845,TAMPA,34.1866,-118.5535,237,91335
360,191018718,10,2019-12-08T00:00:00.000,1415,16600    ROSCOE                       BL,34.2207,-118.4943,888,91343
361,191228483,12,2019-12-08T00:00:00.000,310,6200    LONG                         ST,33.9852,-118.3463,745,90043
362,190128786,1,2019-12-08T00:00:00.000,800,1300 S  HILL                         ST,34.0363,-118.2672,331,90015
363,192119556,21,2019-12-08T00:00:00.000,400,21000    ERWIN                        ST,34.1827,-118.5903,624,91367
364,190720527,7,2019-12-08T00:00:00.000,1120,STANLEY,34.0837,-118.3564,230,90046
365,190222937,2,2019-12-08T00:00:00.000,310,400 S  LAKE                         ST,34.0621,-118.2747,626,90057
366,191228466,12,2019-12-08T00:00:00.000,1645,68TH                         ST,33.9782,-118.2827,210,90003
367,191323537,13,2019-12-08T00:00:00.000,2100,4600 S  BROADWAY,34.001999999999995,-118.2783,420,90037
368,191323495,13,2019-12-08T00:00:00.000,1230,5500    LONG BEACH                   AV,33.993,-118.2432,624,90058
369,191425194,14,2019-12-08T00:00:00.000,1800,10800    QUEENSLAND                   ST,34.0291,-118.4186,420,90034
370,191228482,12,2019-12-08T00:00:00.000,205,1500 W  97TH                         ST,33.9478,-118.3025,740,90047
371,190920961,9,2019-12-08T00:00:00.000,2200,SEPULVEDA,34.1985,-118.4662,230,91406
372,191521656,15,2019-12-08T00:00:00.000,225,3200    CAHUENGA                     BL,34.1284,-118.3472,230,90068
373,190920963,9,2019-12-08T00:00:00.000,1915,13100    VICTORY                      BL,34.1867,-118.4181,440,91401
374,190819329,8,2019-12-08T00:00:00.000,1725,1800 S  BENTLEY                      AV,34.0465,-118.44200000000001,210,90025
375,191824505,18,2019-12-08T00:00:00.000,1000,CENTRAL                      AV,33.931,-118.2542,420,90059
376,191018737,10,2019-12-08T00:00:00.000,650,SATICOY                      ST,34.2084,-118.5579,230,91335
377,191920320,19,2019-12-08T00:00:00.000,1900,8800    WILLIS                       AV,34.23,-118.4553,420,91402
378,190326042,3,2019-12-08T00:00:00.000,1500,42ND                         ST,34.007,-118.2872,510,90037
379,190128821,1,2019-12-08T00:00:00.000,1700,1100    MAPLE                        AV,34.0388,-118.2574,220,90015
380,190720575,7,2019-12-08T00:00:00.000,1800,400 N  GENESEE                      AV,34.0782,-118.3584,331,90036
381,190326063,3,2019-12-08T00:00:00.000,2100,27TH                         ST,34.0274,-118.2773,626,90007
382,191228486,12,2019-12-08T00:00:00.000,1600,5400    CRENSHAW                     BL,33.9931,-118.3308,510,90043
383,191323498,13,2019-12-08T00:00:00.000,300,3400 S  HILL                         ST,34.0197,-118.2749,210,90007
384,190326046,3,2019-12-08T00:00:00.000,245,2600    WEST                         BL,34.0326,-118.3416,740,90016
385,190326004,3,2019-12-08T00:00:00.000,145,4700    TACANA                       ST,34.0163,-118.3507,920,90008
386,191018758,10,2019-12-08T00:00:00.000,2100,17900    SHERMAN                      WY,34.201,-118.5229,330,91335
387,190128814,1,2019-12-08T00:00:00.000,1720,400 S  BROADWAY,34.0495,-118.2494,930,90013
388,191228436,12,2019-12-08T00:00:00.000,1500,3400 W  63RD                         ST,33.9829,-118.3309,230,90043
389,190128802,1,2019-12-08T00:00:00.000,1814,500    MAPLE                        AV,34.0454,-118.2466,740,90013
390,190519103,5,2019-12-08T00:00:00.000,1215,2800    CAROLINA                     ST,33.7188,-118.2907,626,90731
391,191425128,14,2019-12-08T00:00:00.000,1015,6900    LA TIJERA                    BL,33.9761,-118.3732,624,90045
392,191425140,14,2019-12-08T00:00:00.000,900,6800 S  LA CIENEGA                   BL,33.9761,-118.3726,626,90045
393,190417739,4,2019-12-08T00:00:00.000,1100,2200    INEZ                         ST,34.0375,-118.2168,745,90023
394,191120588,11,2019-12-08T00:00:00.000,1845,2600    COLORADO                     BL,34.1422,-118.223,341,90041
395,191228462,12,2019-12-08T00:00:00.000,1030,85TH                         ST,33.961,-118.2919,626,90044
396,190326062,3,2019-12-08T00:00:00.000,2120,2900 S  WESTERN                      AV,34.0282,-118.3133,236,90018
397,190326043,3,2019-12-08T00:00:00.000,837,600 W  JEFFERSON                    BL,34.0268,-118.2808,762,90007
398,191120621,11,2019-12-08T00:00:00.000,2130,2000    RODNEY                       DR,34.1077,-118.2892,510,90027
399,190326039,3,2019-12-08T00:00:00.000,10,ADAMS                        BL,34.0293,-118.2785,626,90007
400,191425149,14,2019-12-08T00:00:00.000,1625,3300    BUTLER                       AV,34.0204,-118.4305,624,90066
401,190128831,1,2019-12-08T00:00:00.000,2300,BERNARD                      ST,34.0673,-118.2372,510,90012
402,191120613,11,2019-12-08T00:00:00.000,700,4800    HOLLYWOOD                    BL,34.1095,-118.2958,330,90027
403,190326027,3,2019-12-08T00:00:00.000,130,5200 W  JEFFERSON                    BL,34.0255,-118.3581,310,90016
404,190128782,1,2019-12-08T00:00:00.000,1120,600 S  SPRING                       ST,34.0467,-118.25200000000001,624,90013
405,192021115,20,2019-12-08T00:00:00.000,330,1900    CIMARRON                     ST,34.0399,-118.3155,626,90018
406,190222941,2,2019-12-08T00:00:00.000,900,300 S  WESTLAKE                     AV,34.0625,-118.2714,745,90057
407,190128774,1,2019-12-08T00:00:00.000,625,8TH,34.0459,-118.2579,210,90017
408,191018730,10,2019-12-08T00:00:00.000,1800,8100    LINDLEY                      AV,34.2146,-118.5317,930,91335
409,190800811,8,2019-12-08T00:00:00.000,1555,9900    ANTHONY                      PL,34.1036,-118.4321,626,90210
410,190519094,5,2019-12-08T00:00:00.000,730,1300 N  AVALON                       BL,33.7888,-118.2631,888,90744
411,190519114,5,2019-12-08T00:00:00.000,2330,18600    NEW HAMPSHIRE                AV,33.861999999999995,-118.2916,487,90248
412,191425124,14,2019-12-08T00:00:00.000,230,12400 W  JEFFERSON                    BL,33.9782,-118.42200000000001,236,90066
413,191920291,19,2019-12-08T00:00:00.000,1200,9000    BURNET                       AV,34.2337,-118.4632,901,91343
414,191719065,17,2019-12-08T00:00:00.000,900,16500    DEVONSHIRE                   ST,34.2612,-118.4957,626,91344
415,191228492,12,2019-12-08T00:00:00.000,2130,7800    LA SALLE                     AV,33.9691,-118.3057,623,90047
416,191228467,12,2019-12-08T00:00:00.000,1745,200 E  73RD                         ST,33.9739,-118.2717,900,90003
